pokedex_number,name,primary_type,secondary_type,total,average,hp,attack,defense,sp_atk,sp_def,speed,generation,legendary,catch_rate,egg_group_1,egg_group_2,proportion_of_grass_moves,proportion_of_fire_moves,proportion_of_water_moves,proportion_of_bug_moves,proportion_of_normal_moves,proportion_of_dark_moves,proportion_of_poison_moves,proportion_of_electric_moves,proportion_of_ground_moves,proportion_of_ice_moves,proportion_of_fairy_moves,proportion_of_steel_moves,proportion_of_fighting_moves,proportion_of_psychic_moves,proportion_of_rock_moves,proportion_of_ghost_moves,proportion_of_dragon_moves,proportion_of_flying_moves,sum_moves
517,Munna,Psychic,,292,48.67,76,25,45,67,55,24,5,False,190,Field,,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,73.33,0.0,0.0,0.0,0.0,15.0
518,Musharna,Psychic,,487,81.17,116,55,85,107,95,29,5,False,75,Field,,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,75.0,0.0,0.0,0.0,0.0,16.0
519,Pidove,Normal,Flying,264,44.0,50,55,50,36,30,43,5,False,255,Flying,,0.0,0.0,0.0,0.0,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,53.85,13.0
520,Tranquill,Normal,Flying,358,59.67,62,77,62,50,42,65,5,False,120,Flying,,0.0,0.0,0.0,0.0,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,53.85,13.0
521,Unfezant,Normal,Flying,488,81.33,80,115,80,65,55,93,5,False,45,Flying,,0.0,0.0,0.0,0.0,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,53.85,13.0
522,Blitzle,Electric,,295,49.17,45,60,32,50,32,76,5,False,190,Field,,0.0,7.69,0.0,0.0,30.77,7.69,0.0,46.15,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,13.0
523,Zebstrika,Electric,,497,82.83,75,100,63,80,63,116,5,False,75,Field,,0.0,7.14,0.0,0.0,28.57,7.14,0.0,50.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,14.0
524,Roggenrola,Rock,,280,46.67,55,75,85,25,25,15,5,False,255,Mineral,,0.0,0.0,0.0,0.0,30.77,0.0,0.0,0.0,15.38,0.0,0.0,7.69,0.0,0.0,46.15,0.0,0.0,0.0,13.0
525,Boldore,Rock,,390,65.0,70,105,105,50,40,20,5,False,120,Mineral,,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,14.29,0.0,0.0,7.14,0.0,0.0,50.0,0.0,0.0,0.0,14.0
526,Gigalith,Rock,,515,85.83,85,135,130,60,80,25,5,False,45,Mineral,,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,14.29,0.0,0.0,7.14,0.0,0.0,50.0,0.0,0.0,0.0,14.0
527,Woobat,Psychic,Flying,323,53.83,65,45,43,55,43,72,5,False,190,Field,Flying,0.0,0.0,0.0,0.0,23.08,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15,0.0,0.0,0.0,23.08,13.0
528,Swoobat,Psychic,Flying,425,70.83,67,57,55,77,55,114,5,False,45,Field,Flying,0.0,0.0,0.0,0.0,23.08,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15,0.0,0.0,0.0,23.08,13.0
529,Drilbur,Ground,,328,54.67,60,85,40,30,45,68,5,False,120,Field,,0.0,0.0,0.0,0.0,35.71,7.14,0.0,0.0,35.71,0.0,0.0,7.14,0.0,0.0,14.29,0.0,0.0,0.0,14.0
530,Excadrill,Ground,Steel,508,84.67,110,135,60,50,65,88,5,False,60,Field,,0.0,0.0,0.0,0.0,40.0,6.67,0.0,0.0,33.33,0.0,0.0,6.67,0.0,0.0,13.33,0.0,0.0,0.0,15.0
531,Audino,Normal,,445,74.17,103,60,86,60,86,50,5,False,255,Fairy,,0.0,0.0,5.88,0.0,64.71,0.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,11.76,0.0,0.0,0.0,0.0,17.0
532,Timburr,Fighting,,305,50.83,75,80,55,25,35,35,5,False,180,Human-Like,,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,21.43,0.0,0.0,0.0,14.0
533,Gurdurr,Fighting,,405,67.5,85,105,85,40,50,40,5,False,90,Human-Like,,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,21.43,0.0,0.0,0.0,14.0
534,Conkeldurr,Fighting,,505,84.17,105,140,95,55,65,45,5,False,45,Human-Like,,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,21.43,0.0,0.0,0.0,14.0
535,Tympole,Water,,294,49.0,50,50,40,50,40,64,5,False,255,Water 1,,0.0,0.0,35.71,0.0,50.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
536,Palpitoad,Water,Ground,384,64.0,75,65,55,65,55,69,5,False,120,Water 1,,0.0,0.0,35.71,0.0,50.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
537,Seismitoad,Water,Ground,509,84.83,105,95,75,85,75,74,5,False,45,Water 1,,0.0,0.0,31.25,0.0,43.75,0.0,12.5,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,16.0
538,Throh,Fighting,,465,77.5,120,100,85,30,85,45,5,False,45,Human-Like,,0.0,0.0,0.0,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.54,0.0,7.69,0.0,0.0,0.0,13.0
539,Sawk,Fighting,,465,77.5,75,125,75,30,75,85,5,False,45,Human-Like,,0.0,0.0,0.0,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23,0.0,0.0,0.0,0.0,0.0,13.0
540,Sewaddle,Bug,Grass,310,51.67,45,53,70,40,60,42,5,False,255,Bug,,11.11,0.0,0.0,55.56,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
541,Swadloon,Bug,Grass,380,63.33,55,63,90,50,80,42,5,False,120,Bug,,33.33,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
542,Leavanny,Bug,Grass,500,83.33,75,103,80,70,80,92,5,False,45,Bug,,21.43,0.0,0.0,35.71,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
543,Venipede,Bug,Poison,260,43.33,30,45,59,30,39,57,5,False,255,Bug,,0.0,0.0,0.0,7.69,38.46,0.0,38.46,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,13.0
544,Whirlipede,Bug,Poison,360,60.0,40,55,99,40,79,47,5,False,120,Bug,,0.0,0.0,0.0,7.14,35.71,0.0,35.71,0.0,0.0,0.0,0.0,7.14,0.0,7.14,7.14,0.0,0.0,0.0,14.0
545,Scolipede,Bug,Poison,485,80.83,60,100,89,55,69,112,5,False,45,Bug,,0.0,0.0,0.0,12.5,37.5,0.0,31.25,0.0,0.0,0.0,0.0,6.25,0.0,6.25,6.25,0.0,0.0,0.0,16.0
546,Cottonee,Grass,Fairy,280,46.67,40,27,60,37,50,66,5,False,190,Grass,Fairy,58.82,5.88,0.0,0.0,17.65,0.0,5.88,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
547,Whimsicott,Grass,Fairy,480,80.0,60,67,85,77,75,116,5,False,75,Grass,Fairy,45.45,4.55,0.0,0.0,13.64,4.55,4.55,0.0,0.0,0.0,13.64,0.0,0.0,0.0,0.0,0.0,0.0,13.64,22.0
548,Petilil,Grass,,280,46.67,45,35,50,70,50,30,5,False,190,Grass,,68.75,6.25,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
549,Lilligant,Grass,,480,80.0,70,60,75,110,75,90,5,False,75,Grass,,65.0,5.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
549,Lilligant Hisuian Lilligant,Grass,Fighting,480,80.0,70,105,75,50,75,105,8,False,75,Grass,,18.18,0.0,0.0,0.0,27.27,0.0,9.09,0.0,0.0,0.0,9.09,0.0,18.18,9.09,0.0,0.0,0.0,9.09,11.0
550,Basculin Blue-Striped Form,Water,,460,76.67,70,92,65,80,55,98,5,False,25,Water 2,,0.0,0.0,25.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,16.0
551,Sandile,Ground,Dark,292,48.67,50,72,35,35,35,65,5,False,180,Field,,0.0,0.0,0.0,0.0,26.67,40.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,15.0
552,Krokorok,Ground,Dark,351,58.5,60,82,45,45,45,74,5,False,90,Field,,0.0,0.0,0.0,0.0,26.67,40.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,15.0
553,Krookodile,Ground,Dark,519,86.5,95,117,80,65,70,92,5,False,45,Field,,0.0,0.0,0.0,0.0,25.0,37.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,16.0
554,Darumaka,Fire,,315,52.5,70,90,45,15,45,50,5,False,120,Field,,0.0,35.71,0.0,0.0,42.86,14.29,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,14.0
554,Darumaka Galarian Darumaka,Ice,,315,52.5,70,90,45,15,45,50,8,False,120,Field,,0.0,0.0,0.0,0.0,42.86,14.29,0.0,0.0,0.0,35.71,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,14.0
555,Darmanitan Standard Mode,Fire,,480,80.0,105,140,55,30,55,95,5,False,60,Field,,0.0,33.33,0.0,0.0,40.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,15.0
555,Darmanitan Galarian Standard Mode,Ice,,480,80.0,105,140,55,30,55,95,8,False,60,Field,,0.0,0.0,0.0,0.0,40.0,13.33,0.0,0.0,0.0,40.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,15.0
556,Maractus,Grass,,461,76.83,75,86,67,106,67,60,5,False,255,Grass,,60.0,5.0,0.0,5.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0
557,Dwebble,Bug,Rock,325,54.17,50,65,85,35,35,55,5,False,190,Bug,Mineral,0.0,0.0,7.14,21.43,21.43,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,14.0
558,Crustle,Bug,Rock,485,80.83,70,105,125,65,75,45,5,False,75,Bug,Mineral,0.0,0.0,7.14,21.43,21.43,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,14.0
559,Scraggy,Dark,Fighting,348,58.0,50,75,70,35,70,48,5,False,180,Field,Dragon,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,6.67,0.0,0.0,0.0,26.67,0.0,6.67,0.0,0.0,0.0,15.0
560,Scrafty,Dark,Fighting,488,81.33,65,90,115,45,115,58,5,False,90,Field,Dragon,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,6.67,0.0,0.0,0.0,26.67,0.0,6.67,0.0,0.0,0.0,15.0
561,Sigilyph,Psychic,Flying,490,81.67,72,58,80,103,80,97,5,False,45,Flying,,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,33.33,15.0
562,Yamask,Ghost,,303,50.5,38,30,85,55,65,30,5,False,190,Mineral,Amorphous,0.0,6.25,0.0,0.0,18.75,6.25,0.0,0.0,0.0,6.25,6.25,0.0,0.0,12.5,0.0,43.75,0.0,0.0,16.0
562,Yamask Galarian Yamask,Ground,Ghost,303,50.5,38,55,85,30,65,30,8,False,190,Mineral,Amorphous,0.0,0.0,0.0,0.0,25.0,6.25,0.0,0.0,6.25,6.25,6.25,0.0,0.0,12.5,0.0,37.5,0.0,0.0,16.0
563,Cofagrigus,Ghost,,483,80.5,58,50,145,95,105,30,5,False,90,Mineral,Amorphous,0.0,5.56,0.0,0.0,22.22,5.56,0.0,0.0,0.0,5.56,5.56,0.0,0.0,11.11,0.0,44.44,0.0,0.0,18.0
564,Tirtouga,Water,Rock,355,59.17,54,78,103,53,45,22,5,False,45,Water 1,Water 3,0.0,0.0,41.18,0.0,11.76,11.76,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,23.53,5.88,0.0,0.0,17.0
565,Carracosta,Water,Rock,495,82.5,74,108,133,83,65,32,5,False,45,Water 1,Water 3,0.0,0.0,41.18,0.0,11.76,11.76,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,23.53,5.88,0.0,0.0,17.0
566,Archen,Rock,Flying,401,66.83,55,112,45,74,45,70,5,False,45,Flying,Water 3,0.0,0.0,0.0,5.88,29.41,5.88,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,17.65,0.0,11.76,17.65,17.0
567,Archeops,Rock,Flying,567,94.5,75,140,65,112,65,110,5,False,45,Flying,Water 3,0.0,0.0,0.0,5.88,29.41,5.88,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,17.65,0.0,11.76,17.65,17.0
568,Trubbish,Poison,,329,54.83,50,50,62,40,62,65,5,False,190,Mineral,,0.0,0.0,0.0,0.0,41.18,0.0,52.94,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,17.0
569,Garbodor,Poison,,474,79.0,80,95,82,60,82,75,5,False,60,Mineral,,0.0,0.0,0.0,0.0,42.11,0.0,47.37,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,19.0
570,Zorua,Dark,,330,55.0,40,65,40,80,40,65,5,False,75,Field,,0.0,0.0,0.0,0.0,28.57,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,14.0
570,Zorua Hisuian Zorua,Normal,Ghost,330,55.0,35,60,40,85,40,70,8,False,75,Field,,0.0,0.0,0.0,0.0,11.11,22.22,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,22.22,0.0,11.11,9.0
571,Zoroark,Dark,,510,85.0,60,105,60,120,60,105,5,False,45,Field,,0.0,0.0,0.0,6.25,25.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,16.0
571,Zoroark Hisuian Zoroark,Normal,Ghost,510,85.0,55,100,60,125,60,110,8,False,45,Field,,0.0,7.14,0.0,0.0,21.43,14.29,7.14,0.0,0.0,0.0,0.0,0.0,7.14,14.29,0.0,21.43,0.0,7.14,14.0
572,Minccino,Normal,,300,50.0,55,50,40,40,40,75,5,False,255,Field,,0.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
573,Cinccino,Normal,,470,78.33,75,95,60,65,60,115,5,False,60,Field,,6.25,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,6.25,0.0,0.0,0.0,16.0
574,Gothita,Psychic,,290,48.33,45,30,50,55,65,45,5,False,200,Human-Like,,0.0,0.0,0.0,0.0,28.57,14.29,0.0,0.0,0.0,0.0,7.14,0.0,0.0,50.0,0.0,0.0,0.0,0.0,14.0
575,Gothorita,Psychic,,390,65.0,60,45,70,75,85,55,5,False,100,Human-Like,,0.0,0.0,0.0,0.0,28.57,14.29,0.0,0.0,0.0,0.0,7.14,0.0,0.0,50.0,0.0,0.0,0.0,0.0,14.0
576,Gothitelle,Psychic,,490,81.67,70,55,95,95,110,65,5,False,50,Human-Like,,0.0,0.0,0.0,0.0,28.57,14.29,0.0,0.0,0.0,0.0,7.14,0.0,0.0,50.0,0.0,0.0,0.0,0.0,14.0
577,Solosis,Psychic,,290,48.33,45,30,40,105,50,20,5,False,200,Amorphous,,0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,66.67,0.0,0.0,0.0,0.0,15.0
578,Duosion,Psychic,,370,61.67,65,40,50,125,60,30,5,False,100,Amorphous,,0.0,0.0,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,66.67,0.0,0.0,0.0,0.0,15.0
579,Reuniclus,Psychic,,490,81.67,110,65,75,125,85,30,5,False,50,Amorphous,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,62.5,0.0,0.0,0.0,0.0,16.0
580,Ducklett,Water,Flying,305,50.83,62,44,50,44,50,55,5,False,190,Water 1,Flying,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0
581,Swanna,Water,Flying,473,78.83,75,87,63,87,63,98,5,False,45,Water 1,Flying,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0
582,Vanillite,Ice,,305,50.83,36,50,50,65,60,44,5,False,255,Mineral,,0.0,0.0,0.0,0.0,14.29,7.14,7.14,0.0,0.0,57.14,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,14.0
583,Vanillish,Ice,,395,65.83,51,65,65,80,75,59,5,False,120,Mineral,,0.0,0.0,0.0,0.0,14.29,7.14,7.14,0.0,0.0,57.14,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,14.0
584,Vanilluxe,Ice,,535,89.17,71,95,85,110,95,79,5,False,45,Mineral,,0.0,0.0,0.0,0.0,17.65,5.88,5.88,0.0,0.0,58.82,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,17.0
585,Deerling,Normal,Grass,335,55.83,60,60,50,40,50,75,5,False,190,Field,,26.67,0.0,0.0,0.0,40.0,6.67,0.0,0.0,6.67,0.0,6.67,0.0,13.33,0.0,0.0,0.0,0.0,0.0,15.0
586,Sawsbuck,Normal,Grass,475,79.17,80,100,70,60,70,95,5,False,75,Field,,29.41,0.0,0.0,5.88,35.29,5.88,0.0,0.0,5.88,0.0,5.88,0.0,11.76,0.0,0.0,0.0,0.0,0.0,17.0
587,Emolga,Electric,Flying,428,71.33,55,75,60,75,60,103,5,False,200,Field,,0.0,0.0,0.0,0.0,30.77,0.0,0.0,46.15,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,13.0
588,Karrablast,Bug,,315,52.5,50,75,45,40,45,60,5,False,200,Bug,,0.0,0.0,0.0,21.43,64.29,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,14.0
589,Escavalier,Bug,Steel,495,82.5,70,135,105,60,105,20,5,False,75,Bug,,0.0,0.0,0.0,19.05,47.62,0.0,4.76,0.0,0.0,0.0,0.0,14.29,9.52,0.0,0.0,0.0,0.0,4.76,21.0
590,Foongus,Grass,Poison,294,49.0,69,55,45,55,55,15,5,False,190,Grass,,57.14,0.0,0.0,7.14,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,14.0
591,Amoonguss,Grass,Poison,464,77.33,114,85,70,85,80,30,5,False,75,Grass,,57.14,0.0,0.0,7.14,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,14.0
592,Frillish,Water,Ghost,335,55.83,55,40,50,65,85,40,5,False,190,Amorphous,,7.14,0.0,50.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,14.0
593,Jellicent,Water,Ghost,480,80.0,100,60,70,85,105,60,5,False,60,Amorphous,,6.67,0.0,46.67,0.0,6.67,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,0.0,0.0,15.0
594,Alomomola,Water,,470,78.33,165,75,80,40,45,65,5,False,75,Water 1,Water 2,0.0,0.0,42.11,0.0,36.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,10.53,5.26,0.0,0.0,0.0,19.0
595,Joltik,Bug,Electric,319,53.17,50,47,50,57,50,65,5,False,190,Bug,,7.14,0.0,0.0,28.57,14.29,7.14,7.14,28.57,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,14.0
596,Galvantula,Bug,Electric,472,78.67,70,77,60,97,60,108,5,False,75,Bug,,6.67,0.0,0.0,33.33,13.33,6.67,6.67,26.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,15.0
597,Ferroseed,Grass,Steel,305,50.83,44,50,91,24,86,10,5,False,255,Grass,Mineral,8.33,0.0,0.0,8.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,41.67,0.0,0.0,0.0,8.33,0.0,0.0,12.0
598,Ferrothorn,Grass,Steel,489,81.5,74,94,131,54,116,20,5,False,90,Grass,Mineral,15.38,0.0,0.0,7.69,30.77,0.0,0.0,0.0,0.0,0.0,0.0,38.46,0.0,0.0,0.0,7.69,0.0,0.0,13.0
599,Klink,Steel,,300,50.0,40,55,70,45,60,30,5,False,130,Mineral,,0.0,0.0,0.0,0.0,35.71,0.0,0.0,35.71,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,14.0
600,Klang,Steel,,440,73.33,60,80,95,70,85,50,5,False,60,Mineral,,0.0,0.0,0.0,0.0,35.71,0.0,0.0,35.71,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,14.0
601,Klinklang,Steel,,520,86.67,60,100,115,70,85,90,5,False,30,Mineral,,0.0,0.0,0.0,0.0,29.41,0.0,0.0,41.18,0.0,0.0,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,17.0
602,Tynamo,Electric,,275,45.83,35,55,40,45,40,60,5,False,190,Amorphous,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
603,Eelektrik,Electric,,405,67.5,65,85,70,75,70,40,5,False,60,Amorphous,,0.0,0.0,0.0,0.0,20.0,6.67,26.67,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
604,Eelektross,Electric,,515,85.83,85,115,80,105,80,50,5,False,30,Amorphous,,0.0,0.0,0.0,0.0,30.0,10.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
605,Elgyem,Psychic,,335,55.83,55,55,55,85,55,30,5,False,255,Human-Like,,0.0,0.0,0.0,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.92,0.0,0.0,0.0,0.0,13.0
606,Beheeyem,Psychic,,485,80.83,75,75,75,125,95,40,5,False,90,Human-Like,,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57,0.0,0.0,0.0,0.0,14.0
607,Litwick,Ghost,Fire,275,45.83,50,30,55,65,55,20,5,False,190,Amorphous,,0.0,31.25,0.0,0.0,12.5,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,37.5,0.0,0.0,16.0
608,Lampent,Ghost,Fire,370,61.67,60,40,60,95,60,55,5,False,90,Amorphous,,0.0,31.25,0.0,0.0,12.5,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,37.5,0.0,0.0,16.0
609,Chandelure,Ghost,Fire,520,86.67,60,55,90,145,90,80,5,False,45,Amorphous,,0.0,31.25,0.0,0.0,12.5,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,37.5,0.0,0.0,16.0
610,Axew,Dragon,,320,53.33,46,87,60,30,40,57,5,False,75,Monster,Dragon,0.0,0.0,0.0,0.0,50.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.78,0.0,18.0
611,Fraxure,Dragon,,410,68.33,66,117,70,40,50,67,5,False,60,Monster,Dragon,0.0,0.0,0.0,0.0,50.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.78,0.0,18.0
612,Haxorus,Dragon,,540,90.0,76,147,90,60,70,97,5,False,45,Monster,Dragon,0.0,0.0,0.0,0.0,50.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.78,0.0,18.0
613,Cubchoo,Ice,,305,50.83,55,70,40,60,40,40,5,False,120,Field,,0.0,0.0,6.25,0.0,43.75,0.0,0.0,0.0,0.0,37.5,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,16.0
614,Beartic,Ice,,505,84.17,95,130,80,70,80,50,5,False,60,Field,,0.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,20.0
615,Cryogonal,Ice,,515,85.83,80,50,50,95,135,105,5,False,25,Mineral,,5.0,0.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,20.0
616,Shelmet,Bug,,305,50.83,50,40,85,40,65,25,5,False,200,Bug,,21.43,0.0,0.0,14.29,28.57,0.0,14.29,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,7.14,0.0,0.0,14.0
617,Accelgor,Bug,,495,82.5,80,70,40,100,60,145,5,False,75,Bug,,13.64,0.0,4.55,13.64,27.27,0.0,18.18,0.0,0.0,0.0,0.0,0.0,4.55,13.64,0.0,4.55,0.0,0.0,22.0
618,Stunfisk,Ground,Electric,471,78.5,109,66,84,81,99,32,5,False,75,Water 1,Amorphous,0.0,0.0,13.33,0.0,20.0,6.67,0.0,26.67,20.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,6.67,15.0
618,Stunfisk Galarian Stunfisk,Ground,Steel,471,78.5,109,81,99,66,84,32,8,False,75,Water 1,Amorphous,6.67,0.0,13.33,0.0,20.0,6.67,0.0,0.0,20.0,0.0,0.0,20.0,6.67,0.0,0.0,0.0,0.0,6.67,15.0
619,Mienfoo,Fighting,,350,58.33,45,85,50,55,50,65,5,False,180,Field,Human-Like,0.0,0.0,0.0,7.14,21.43,7.14,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7.14,0.0,0.0,0.0,7.14,14.0
620,Mienshao,Fighting,,510,85.0,65,125,60,95,60,105,5,False,45,Field,Human-Like,0.0,0.0,0.0,6.67,20.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,46.67,6.67,6.67,0.0,0.0,6.67,15.0
621,Druddigon,Dragon,,485,80.83,77,120,90,60,90,48,5,False,45,Dragon,Monster,0.0,0.0,0.0,0.0,30.77,23.08,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,0.0,23.08,0.0,13.0
